"","age","workclass","education","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","income"
"15938",45,5,"Some-college","Divorced",15,"Not-in-family","White","Male",0,0,50,"<=50K"
"15939",29,5,"Bachelors","Never-married",7,"Not-in-family","White","Male",0,0,40,"<=50K"
"15940",65,5,"HS-grad","Divorced",13,"Not-in-family","White","Female",0,0,20,"<=50K"
"15941",30,5,"Assoc-acdm","Never-married",9,"Other-relative","Asian-Pac-Islander","Male",0,0,40,"<=50K"
"15942",43,5,"Some-college","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"15943",61,5,"7th-8th","Married-civ-spouse",8,"Husband","White","Male",0,0,40,"<=50K"
"15944",22,5,"Some-college","Never-married",9,"Not-in-family","White","Female",0,0,50,"<=50K"
"15945",23,5,"11th","Separated",9,"Unmarried","White","Female",0,0,40,"<=50K"
"15946",34,5,"HS-grad","Married-civ-spouse",8,"Husband","White","Male",0,0,40,"<=50K"
"15947",51,5,"HS-grad","Widowed",11,"Unmarried","White","Female",0,0,35,"<=50K"
"15948",21,5,"Some-college","Never-married",2,"Own-child","White","Female",0,0,15,"<=50K"
"15949",31,5,"Assoc-acdm","Never-married",11,"Not-in-family","Asian-Pac-Islander","Male",0,0,40,"<=50K"
"15950",34,5,"Assoc-acdm","Never-married",2,"Not-in-family","White","Female",0,0,35,"<=50K"
"15951",33,2,"Some-college","Married-civ-spouse",5,"Wife","Black","Female",0,0,40,">50K"
"15952",44,5,"11th","Married-civ-spouse",13,"Husband","White","Male",0,0,40,">50K"
"15953",21,8,"Some-college","Never-married",9,"Own-child","Black","Male",0,0,20,"<=50K"
"15954",75,3,"HS-grad","Divorced",2,"Not-in-family","White","Female",0,0,20,"<=50K"
"15955",55,2,"Masters","Married-civ-spouse",5,"Husband","Asian-Pac-Islander","Male",0,0,60,">50K"
"15956",43,7,"HS-grad","Married-civ-spouse",9,"Wife","White","Female",0,0,16,"<=50K"
"15957",31,5,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,45,"<=50K"
"15958",41,5,"Some-college","Married-civ-spouse",4,"Husband","White","Male",0,0,45,"<=50K"
"15959",26,3,"Masters","Never-married",11,"Not-in-family","White","Male",0,0,50,"<=50K"
"15960",23,5,"Assoc-voc","Never-married",4,"Unmarried","Black","Female",0,0,40,"<=50K"
"15961",42,2,"HS-grad","Divorced",2,"Unmarried","Black","Female",0,0,40,"<=50K"
"15962",29,5,"HS-grad","Never-married",2,"Not-in-family","White","Female",0,0,40,"<=50K"
"15963",21,5,"HS-grad","Never-married",2,"Not-in-family","White","Male",0,0,50,"<=50K"
"15964",28,5,"Bachelors","Never-married",5,"Own-child","White","Male",0,0,40,"<=50K"
"15965",64,NA,"HS-grad","Married-civ-spouse",NA,"Husband","White","Male",0,0,40,"<=50K"
"15966",35,2,"Some-college","Never-married",9,"Unmarried","Black","Female",0,0,40,"<=50K"
"15967",65,5,"Bachelors","Married-civ-spouse",15,"Husband","White","Male",0,0,20,"<=50K"
"15968",58,5,"Bachelors","Divorced",13,"Not-in-family","White","Male",0,0,50,"<=50K"
"15969",63,NA,"Prof-school","Married-civ-spouse",NA,"Husband","White","Male",0,0,30,">50K"
"15970",59,5,"HS-grad","Divorced",9,"Not-in-family","White","Female",0,0,40,"<=50K"
"15971",30,5,"Assoc-voc","Married-civ-spouse",11,"Husband","White","Male",0,0,40,">50K"
"15972",28,5,"Bachelors","Never-married",7,"Own-child","White","Male",0,0,40,"<=50K"
"15973",51,NA,"5th-6th","Married-civ-spouse",NA,"Husband","Black","Male",0,0,8,"<=50K"
"15974",34,5,"HS-grad","Never-married",4,"Own-child","White","Male",0,0,40,"<=50K"
"15975",51,8,"Some-college","Divorced",11,"Not-in-family","White","Female",0,0,40,"<=50K"
"15976",41,5,"HS-grad","Married-civ-spouse",5,"Husband","White","Male",0,0,40,"<=50K"
"15977",57,5,"Some-college","Married-civ-spouse",11,"Husband","White","Male",0,0,40,">50K"
"15978",28,7,"Assoc-voc","Married-civ-spouse",6,"Husband","White","Male",0,0,60,"<=50K"
"15979",62,3,"HS-grad","Widowed",9,"Not-in-family","White","Female",0,0,18,"<=50K"
"15980",22,8,"Some-college","Never-married",14,"Own-child","White","Male",0,0,20,"<=50K"
"15981",38,5,"Bachelors","Married-civ-spouse",11,"Husband","White","Male",0,0,40,">50K"
"15982",34,NA,"11th","Never-married",NA,"Not-in-family","White","Male",0,0,30,"<=50K"
"15983",45,3,"HS-grad","Married-civ-spouse",15,"Husband","White","Male",0,0,40,">50K"
"15984",37,5,"Assoc-acdm","Married-civ-spouse",4,"Husband","White","Male",0,0,55,"<=50K"
"15985",21,5,"HS-grad","Divorced",8,"Other-relative","White","Male",0,0,40,"<=50K"
"15986",49,5,"HS-grad","Never-married",4,"Not-in-family","Black","Male",0,0,40,"<=50K"
"15987",24,5,"HS-grad","Never-married",9,"Own-child","Black","Male",0,0,40,"<=50K"
"15988",20,2,"Some-college","Never-married",14,"Own-child","White","Female",0,0,24,"<=50K"
"15989",27,5,"Prof-school","Married-civ-spouse",11,"Wife","White","Female",0,0,50,">50K"
"15990",40,5,"HS-grad","Separated",9,"Not-in-family","White","Female",0,0,40,"<=50K"
"15991",19,NA,"Some-college","Never-married",NA,"Own-child","White","Female",0,0,30,"<=50K"
"15992",31,3,"Bachelors","Divorced",11,"Not-in-family","White","Female",0,0,40,"<=50K"
"15993",39,5,"HS-grad","Separated",4,"Unmarried","White","Male",0,0,40,"<=50K"
"15994",50,5,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"15995",52,5,"Assoc-voc","Divorced",9,"Unmarried","White","Female",0,0,40,"<=50K"
"15996",44,5,"Masters","Married-civ-spouse",11,"Wife","White","Female",0,0,45,"<=50K"
"15997",50,NA,"HS-grad","Married-civ-spouse",NA,"Husband","White","Male",0,0,55,">50K"
"15998",17,7,"10th","Never-married",6,"Own-child","White","Male",0,0,35,"<=50K"
"15999",33,2,"HS-grad","Married-civ-spouse",2,"Husband","Black","Male",0,0,40,"<=50K"
"16000",28,5,"10th","Never-married",8,"Own-child","White","Female",0,0,40,"<=50K"
"16001",39,7,"Bachelors","Married-civ-spouse",13,"Husband","White","Male",0,0,60,"<=50K"
"16002",33,5,"Assoc-voc","Never-married",4,"Unmarried","White","Male",0,0,40,"<=50K"
"16003",59,5,"7th-8th","Never-married",9,"Other-relative","White","Male",0,0,32,"<=50K"
"16004",74,5,"1st-4th","Widowed",10,"Not-in-family","Black","Female",0,0,15,"<=50K"
"16005",54,5,"Some-college","Married-civ-spouse",12,"Husband","White","Male",0,0,40,">50K"
"16006",31,5,"Assoc-acdm","Married-civ-spouse",8,"Husband","White","Male",0,0,55,"<=50K"
"16007",31,5,"Some-college","Separated",13,"Unmarried","White","Female",0,0,40,"<=50K"
"16008",20,5,"Some-college","Never-married",13,"Own-child","Asian-Pac-Islander","Female",0,0,20,"<=50K"
"16009",57,7,"Prof-school","Married-civ-spouse",11,"Husband","White","Male",0,0,36,"<=50K"
"16010",49,5,"HS-grad","Widowed",4,"Unmarried","Asian-Pac-Islander","Female",0,0,40,"<=50K"
"16011",19,NA,"HS-grad","Never-married",NA,"Own-child","White","Male",0,0,30,"<=50K"
"16012",38,5,"HS-grad","Never-married",2,"Not-in-family","White","Male",0,0,40,"<=50K"
"16013",39,5,"HS-grad","Married-civ-spouse",8,"Husband","White","Male",0,0,42,">50K"
"16014",32,NA,"Some-college","Divorced",NA,"Not-in-family","White","Male",0,0,40,"<=50K"
"16015",57,5,"Bachelors","Married-civ-spouse",13,"Wife","White","Female",0,0,40,"<=50K"
"16016",38,5,"Prof-school","Married-civ-spouse",11,"Husband","White","Male",0,0,99,">50K"
"16017",25,5,"Bachelors","Never-married",9,"Not-in-family","White","Female",0,0,38,"<=50K"
"16018",40,5,"Bachelors","Never-married",11,"Not-in-family","White","Female",0,0,45,"<=50K"
"16019",34,5,"Bachelors","Married-civ-spouse",5,"Husband","White","Male",0,0,48,">50K"
"16020",35,7,"HS-grad","Divorced",6,"Own-child","White","Male",0,0,50,"<=50K"
"16021",53,5,"Some-college","Divorced",2,"Not-in-family","White","Female",0,0,34,"<=50K"
"16022",21,5,"Some-college","Never-married",8,"Unmarried","White","Male",0,0,40,"<=50K"
"16023",43,5,"Bachelors","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"16024",43,7,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,60,"<=50K"
"16025",22,5,"Assoc-voc","Never-married",11,"Unmarried","Black","Female",0,0,35,"<=50K"
"16026",64,7,"HS-grad","Married-civ-spouse",13,"Husband","White","Male",0,0,35,"<=50K"
"16027",19,NA,"12th","Never-married",NA,"Own-child","White","Male",0,0,28,"<=50K"
"16028",34,5,"HS-grad","Married-civ-spouse",7,"Husband","White","Male",0,0,70,"<=50K"
"16029",46,5,"HS-grad","Married-civ-spouse",2,"Wife","White","Female",0,0,40,"<=50K"
"16030",35,5,"HS-grad","Never-married",8,"Other-relative","White","Male",0,0,40,"<=50K"
"16031",32,5,"Some-college","Married-civ-spouse",15,"Husband","White","Male",0,0,60,"<=50K"
"16032",26,5,"Some-college","Never-married",4,"Own-child","White","Male",0,0,40,"<=50K"
"16033",25,5,"HS-grad","Never-married",4,"Not-in-family","White","Male",0,0,40,"<=50K"
"16034",55,5,"Bachelors","Married-civ-spouse",14,"Husband","White","Male",0,0,55,">50K"
"16035",22,5,"Some-college","Never-married",13,"Own-child","White","Female",0,0,40,"<=50K"
"16036",29,8,"Some-college","Divorced",2,"Own-child","White","Male",0,0,20,"<=50K"
"16037",38,7,"HS-grad","Married-civ-spouse",5,"Husband","White","Male",0,0,99,"<=50K"
"16038",55,5,"Some-college","Widowed",9,"Not-in-family","White","Female",0,0,35,"<=50K"
"16039",26,5,"HS-grad","Married-civ-spouse",5,"Husband","White","Male",0,0,40,"<=50K"
"16040",34,6,"Bachelors","Never-married",11,"Not-in-family","Other","Male",0,0,60,"<=50K"
"16041",25,8,"HS-grad","Never-married",2,"Own-child","White","Female",0,0,40,"<=50K"
"16042",18,NA,"11th","Never-married",NA,"Own-child","White","Male",0,0,25,"<=50K"
"16043",58,8,"9th","Married-civ-spouse",6,"Husband","White","Male",0,0,40,"<=50K"
"16044",34,3,"Assoc-voc","Never-married",4,"Own-child","White","Female",0,0,40,"<=50K"
"16045",29,7,"Some-college","Never-married",5,"Own-child","Asian-Pac-Islander","Male",0,0,45,"<=50K"
"16046",49,8,"Doctorate","Divorced",11,"Unmarried","White","Male",0,0,50,">50K"
"16047",38,5,"Bachelors","Never-married",2,"Not-in-family","White","Female",0,0,35,"<=50K"
"16048",21,5,"Some-college","Never-married",9,"Own-child","White","Male",0,0,35,"<=50K"
"16049",28,5,"Bachelors","Married-civ-spouse",11,"Husband","White","Male",0,0,40,">50K"
"16050",42,5,"Some-college","Married-civ-spouse",5,"Wife","White","Female",0,0,40,">50K"
"16051",29,7,"Assoc-acdm","Never-married",9,"Own-child","White","Male",0,0,60,"<=50K"
"16052",48,5,"HS-grad","Divorced",2,"Unmarried","White","Female",0,0,45,"<=50K"
"16053",40,5,"Bachelors","Married-civ-spouse",6,"Husband","White","Male",0,0,40,"<=50K"
"16054",36,5,"Some-college","Married-civ-spouse",4,"Husband","White","Male",0,0,40,">50K"
"16055",34,5,"Bachelors","Married-civ-spouse",13,"Husband","White","Male",0,0,60,">50K"
"16056",57,7,"1st-4th","Married-civ-spouse",13,"Husband","White","Male",0,0,35,"<=50K"
"16057",24,5,"9th","Never-married",9,"Not-in-family","White","Male",0,0,40,"<=50K"
"16058",32,5,"9th","Separated",9,"Unmarried","White","Female",0,0,23,"<=50K"
"16059",18,7,"HS-grad","Never-married",13,"Own-child","White","Male",0,0,48,"<=50K"
"16060",39,5,"HS-grad","Married-civ-spouse",15,"Husband","White","Male",0,0,56,"<=50K"
"16061",39,5,"11th","Divorced",15,"Own-child","White","Male",0,0,40,"<=50K"
"16062",18,5,"11th","Never-married",9,"Own-child","White","Female",0,0,12,"<=50K"
"16063",20,5,"Some-college","Never-married",4,"Own-child","White","Male",0,0,40,"<=50K"
"16064",27,NA,"9th","Never-married",NA,"Own-child","White","Female",0,0,40,"<=50K"
"16065",54,5,"10th","Married-civ-spouse",15,"Husband","White","Male",0,0,40,"<=50K"
"16066",40,7,"HS-grad","Married-civ-spouse",15,"Husband","White","Male",0,0,75,">50K"
"16067",27,5,"Some-college","Married-civ-spouse",2,"Husband","White","Male",0,0,30,"<=50K"
"16068",27,5,"HS-grad","Never-married",8,"Own-child","White","Female",0,0,40,"<=50K"
"16069",43,2,"Bachelors","Never-married",14,"Not-in-family","White","Male",0,0,50,"<=50K"
"16070",22,5,"Bachelors","Never-married",5,"Other-relative","White","Female",0,0,40,"<=50K"
"16071",17,5,"11th","Never-married",13,"Unmarried","White","Female",0,0,12,"<=50K"
"16072",37,6,"Assoc-acdm","Married-civ-spouse",13,"Husband","White","Male",0,0,50,">50K"
"16073",33,5,"Assoc-voc","Never-married",9,"Unmarried","Black","Male",0,0,40,"<=50K"
"16074",45,5,"HS-grad","Divorced",4,"Not-in-family","White","Male",0,0,40,"<=50K"
"16075",33,5,"HS-grad","Married-civ-spouse",7,"Husband","White","Male",0,0,40,"<=50K"
"16076",71,5,"HS-grad","Married-civ-spouse",13,"Husband","White","Male",0,0,36,"<=50K"
"16077",23,3,"Bachelors","Never-married",11,"Own-child","White","Female",0,0,45,"<=50K"
"16078",41,5,"Prof-school","Married-civ-spouse",11,"Husband","White","Male",0,0,80,">50K"
"16079",21,NA,"10th","Never-married",NA,"Unmarried","White","Female",0,0,30,"<=50K"
"16080",47,5,"HS-grad","Married-spouse-absent",13,"Unmarried","White","Female",0,0,20,"<=50K"
"16081",30,5,"Bachelors","Never-married",13,"Not-in-family","White","Male",0,0,65,"<=50K"
"16082",40,5,"Some-college","Married-civ-spouse",2,"Wife","White","Female",0,0,40,"<=50K"
"16083",44,5,"Some-college","Divorced",13,"Unmarried","White","Female",0,0,48,"<=50K"
"16084",31,8,"HS-grad","Married-civ-spouse",6,"Husband","White","Male",0,0,40,"<=50K"
"16085",68,5,"HS-grad","Married-civ-spouse",12,"Husband","White","Male",0,0,24,"<=50K"
"16086",38,5,"Bachelors","Never-married",11,"Own-child","White","Male",0,0,40,"<=50K"
"16087",78,6,"11th","Married-civ-spouse",5,"Husband","White","Male",0,0,10,"<=50K"
"16088",31,6,"Assoc-voc","Married-civ-spouse",6,"Husband","White","Male",0,0,55,"<=50K"
"16089",39,5,"HS-grad","Divorced",2,"Not-in-family","White","Male",0,0,40,"<=50K"
"16090",46,3,"Masters","Divorced",11,"Unmarried","White","Female",0,0,50,"<=50K"
"16091",30,5,"Some-college","Married-civ-spouse",2,"Husband","Asian-Pac-Islander","Male",0,0,50,">50K"
"16092",34,5,"Some-college","Never-married",13,"Unmarried","White","Male",0,0,35,"<=50K"
"16093",30,2,"HS-grad","Separated",2,"Other-relative","Black","Male",0,0,35,"<=50K"
"16094",47,5,"Bachelors","Married-civ-spouse",13,"Husband","Black","Male",0,0,40,">50K"
"16095",40,5,"Some-college","Married-civ-spouse",2,"Wife","White","Female",0,0,17,">50K"
"16096",62,NA,"HS-grad","Married-civ-spouse",NA,"Husband","White","Male",0,0,40,"<=50K"
"16097",44,7,"HS-grad","Married-civ-spouse",13,"Husband","Black","Male",0,0,70,"<=50K"
"16098",40,5,"HS-grad","Divorced",4,"Other-relative","White","Female",0,0,40,"<=50K"
"16099",20,5,"Some-college","Never-married",15,"Own-child","White","Male",0,0,40,"<=50K"
"16100",45,5,"Bachelors","Married-civ-spouse",5,"Husband","White","Male",0,0,40,">50K"
"16101",51,5,"HS-grad","Never-married",8,"Own-child","White","Female",0,0,40,"<=50K"
"16102",38,5,"Some-college","Married-civ-spouse",7,"Husband","White","Male",0,0,40,"<=50K"
"16103",49,3,"Masters","Married-civ-spouse",11,"Husband","White","Male",0,0,40,">50K"
"16104",30,3,"HS-grad","Separated",9,"Unmarried","White","Female",0,0,26,"<=50K"
"16105",20,5,"Some-college","Never-married",5,"Own-child","White","Male",0,0,40,"<=50K"
"16106",34,5,"9th","Separated",6,"Unmarried","Black","Male",0,0,40,"<=50K"
"16107",42,3,"HS-grad","Widowed",15,"Unmarried","White","Female",0,0,40,"<=50K"
"16108",43,5,"Bachelors","Never-married",11,"Not-in-family","White","Female",0,0,40,">50K"
"16109",62,5,"HS-grad","Never-married",2,"Not-in-family","White","Female",0,0,38,"<=50K"
"16110",21,5,"Some-college","Never-married",8,"Own-child","White","Female",0,0,70,"<=50K"
"16111",58,3,"1st-4th","Widowed",7,"Unmarried","Black","Male",0,0,40,"<=50K"
"16112",30,5,"Bachelors","Married-civ-spouse",2,"Wife","White","Female",0,0,40,"<=50K"
"16113",37,5,"HS-grad","Separated",4,"Unmarried","White","Male",0,0,70,"<=50K"
"16114",22,8,"Bachelors","Never-married",14,"Own-child","White","Female",0,0,40,"<=50K"
"16115",64,8,"9th","Never-married",2,"Not-in-family","White","Female",0,0,38,"<=50K"
"16116",42,5,"HS-grad","Married-civ-spouse",15,"Husband","White","Male",0,0,50,">50K"
"16117",43,8,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"16118",34,5,"Some-college","Divorced",2,"Not-in-family","White","Female",0,0,40,"<=50K"
"16119",25,5,"HS-grad","Never-married",9,"Own-child","White","Female",0,0,6,"<=50K"
"16120",21,5,"Some-college","Never-married",2,"Own-child","White","Male",0,0,40,"<=50K"
"16121",45,2,"HS-grad","Married-civ-spouse",2,"Husband","White","Male",0,0,40,">50K"
"16122",55,7,"Assoc-acdm","Married-civ-spouse",5,"Husband","White","Male",0,0,55,">50K"
"16123",24,5,"HS-grad","Never-married",4,"Own-child","White","Male",0,0,50,"<=50K"
"16124",70,7,"Some-college","Married-civ-spouse",5,"Husband","White","Male",0,0,35,"<=50K"
"16125",27,3,"Bachelors","Never-married",11,"Not-in-family","White","Male",0,0,35,"<=50K"
"16126",34,5,"Some-college","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"16127",57,5,"Bachelors","Married-civ-spouse",15,"Husband","White","Male",0,0,40,"<=50K"
"16128",37,7,"HS-grad","Married-civ-spouse",5,"Husband","White","Male",0,0,40,"<=50K"
"16129",52,5,"1st-4th","Married-civ-spouse",5,"Husband","White","Male",0,0,50,">50K"
"16130",32,5,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,48,"<=50K"
"16131",42,5,"Assoc-voc","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"16132",24,5,"Bachelors","Never-married",8,"Own-child","Black","Female",0,0,40,"<=50K"
"16133",50,5,"HS-grad","Married-civ-spouse",7,"Husband","Black","Male",0,0,40,"<=50K"
"16134",36,5,"Assoc-acdm","Married-civ-spouse",4,"Husband","White","Male",0,0,50,"<=50K"
"16135",42,5,"HS-grad","Married-civ-spouse",8,"Husband","White","Male",0,0,40,"<=50K"
"16136",39,2,"Bachelors","Never-married",2,"Not-in-family","White","Male",0,0,45,"<=50K"
"16137",38,8,"Bachelors","Married-civ-spouse",12,"Husband","Black","Male",0,0,52,"<=50K"
"16138",18,5,"HS-grad","Never-married",9,"Own-child","White","Male",0,0,40,"<=50K"
"16139",63,7,"5th-6th","Never-married",13,"Not-in-family","White","Female",0,0,3,"<=50K"
"16140",82,7,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"16141",33,5,"HS-grad","Divorced",7,"Own-child","White","Male",0,0,45,"<=50K"
"16142",37,5,"Some-college","Married-civ-spouse",15,"Husband","Asian-Pac-Islander","Male",0,0,40,"<=50K"
"16143",24,5,"HS-grad","Married-spouse-absent",15,"Own-child","White","Male",0,0,40,"<=50K"
"16144",31,5,"Bachelors","Never-married",5,"Unmarried","White","Female",0,0,50,"<=50K"
"16145",59,5,"HS-grad","Divorced",8,"Own-child","White","Female",0,0,40,"<=50K"
"16146",18,5,"12th","Never-married",6,"Own-child","White","Male",0,0,55,"<=50K"
"16147",47,7,"Some-college","Married-civ-spouse",13,"Husband","White","Male",0,0,40,"<=50K"
"16148",48,5,"11th","Married-civ-spouse",6,"Husband","White","Male",0,0,50,"<=50K"
"16149",27,5,"Bachelors","Never-married",11,"Unmarried","Other","Female",0,0,33,"<=50K"
"16150",34,5,"11th","Never-married",9,"Own-child","Asian-Pac-Islander","Male",0,0,40,"<=50K"
"16151",50,5,"Assoc-voc","Married-civ-spouse",12,"Husband","White","Male",0,0,84,"<=50K"
"16152",57,7,"Some-college","Married-civ-spouse",6,"Husband","White","Male",0,0,75,"<=50K"
"16153",60,5,"HS-grad","Married-civ-spouse",12,"Husband","White","Male",0,0,40,"<=50K"
"16154",39,5,"HS-grad","Married-civ-spouse",2,"Husband","White","Male",0,0,40,">50K"
"16155",56,NA,"Some-college","Divorced",NA,"Unmarried","White","Female",0,0,50,">50K"
"16156",18,5,"HS-grad","Never-married",13,"Own-child","White","Female",0,0,25,"<=50K"
"16157",26,5,"Assoc-acdm","Married-civ-spouse",11,"Wife","White","Female",0,0,75,"<=50K"
"16158",20,5,"HS-grad","Never-married",13,"Own-child","White","Female",0,0,30,"<=50K"
"16159",29,3,"Masters","Never-married",11,"Not-in-family","White","Male",0,0,45,"<=50K"
"16160",30,5,"HS-grad","Divorced",15,"Not-in-family","White","Male",0,0,52,"<=50K"
"16161",21,5,"Some-college","Never-married",9,"Own-child","White","Male",0,0,15,"<=50K"
"16162",24,3,"Some-college","Never-married",12,"Own-child","White","Female",0,0,40,"<=50K"
"16163",51,5,"HS-grad","Married-civ-spouse",8,"Husband","White","Male",0,0,40,"<=50K"
"16164",31,5,"HS-grad","Divorced",2,"Unmarried","White","Female",0,0,40,"<=50K"
"16165",36,3,"Some-college","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"16166",29,5,"Bachelors","Never-married",11,"Own-child","White","Female",0,0,72,"<=50K"
"16167",20,5,"HS-grad","Never-married",13,"Not-in-family","White","Female",0,0,35,"<=50K"
"16168",46,5,"Some-college","Widowed",2,"Not-in-family","White","Female",0,0,60,"<=50K"
"16169",44,5,"HS-grad","Married-civ-spouse",15,"Husband","White","Male",0,0,45,"<=50K"
"16170",39,5,"HS-grad","Divorced",5,"Not-in-family","White","Female",0,0,38,"<=50K"
"16171",39,5,"Bachelors","Divorced",5,"Not-in-family","White","Male",0,0,55,"<=50K"
"16172",45,5,"HS-grad","Married-civ-spouse",8,"Husband","White","Male",0,0,44,">50K"
"16173",28,5,"Some-college","Married-civ-spouse",5,"Husband","White","Male",0,0,55,"<=50K"
"16174",44,5,"Some-college","Married-civ-spouse",2,"Wife","White","Female",0,0,35,"<=50K"
"16175",27,5,"HS-grad","Never-married",2,"Not-in-family","White","Female",0,0,70,"<=50K"
"16176",34,7,"HS-grad","Married-civ-spouse",5,"Husband","White","Male",0,0,40,"<=50K"
"16177",35,5,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"16178",28,2,"HS-grad","Never-married",4,"Not-in-family","White","Male",0,0,40,"<=50K"
"16179",25,5,"Prof-school","Never-married",11,"Not-in-family","White","Female",0,0,30,"<=50K"
"16180",21,5,"Some-college","Never-married",13,"Own-child","Black","Female",0,0,20,"<=50K"
"16181",18,5,"11th","Never-married",9,"Own-child","White","Male",0,0,15,"<=50K"
"16182",63,7,"7th-8th","Widowed",6,"Unmarried","White","Female",0,0,10,"<=50K"
"16183",18,5,"11th","Never-married",13,"Own-child","Black","Female",0,0,8,"<=50K"
"16184",32,5,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"16185",25,NA,"11th","Never-married",NA,"Unmarried","White","Female",0,0,40,"<=50K"
"16186",19,5,"11th","Never-married",15,"Own-child","White","Male",0,0,20,"<=50K"
"16187",23,5,"Some-college","Never-married",15,"Not-in-family","White","Male",0,0,60,"<=50K"
"16188",38,5,"Masters","Married-civ-spouse",5,"Husband","Asian-Pac-Islander","Male",0,0,40,"<=50K"
"16189",45,5,"Bachelors","Married-civ-spouse",5,"Husband","White","Male",0,0,40,">50K"
"16190",30,5,"HS-grad","Married-civ-spouse",4,"Husband","Other","Male",0,0,40,"<=50K"
"16191",24,2,"Some-college","Divorced",2,"Unmarried","Black","Female",0,0,25,"<=50K"
"16192",23,5,"Some-college","Never-married",13,"Own-child","White","Female",0,0,40,"<=50K"
"16193",27,5,"HS-grad","Never-married",2,"Not-in-family","White","Male",0,0,50,"<=50K"
"16194",48,5,"Some-college","Never-married",7,"Not-in-family","White","Male",0,0,40,"<=50K"
"16195",31,6,"HS-grad","Never-married",4,"Not-in-family","White","Male",0,0,44,"<=50K"
"16196",31,5,"1st-4th","Never-married",9,"Other-relative","White","Female",0,0,25,"<=50K"
"16197",18,5,"12th","Never-married",13,"Own-child","White","Female",0,0,25,"<=50K"
"16198",36,5,"HS-grad","Never-married",13,"Not-in-family","White","Female",0,0,40,"<=50K"
"16199",22,5,"HS-grad","Never-married",2,"Own-child","White","Female",0,0,40,"<=50K"
"16200",72,5,"10th","Married-civ-spouse",13,"Husband","White","Male",0,0,15,"<=50K"
"16201",61,5,"10th","Married-civ-spouse",6,"Husband","White","Male",0,0,55,"<=50K"
"16202",37,2,"HS-grad","Divorced",11,"Unmarried","Asian-Pac-Islander","Female",0,0,40,"<=50K"
"16203",30,6,"HS-grad","Married-civ-spouse",5,"Husband","White","Male",0,0,50,">50K"
"16204",40,5,"Assoc-acdm","Divorced",5,"Not-in-family","White","Female",0,0,40,"<=50K"
"16205",20,5,"HS-grad","Never-married",2,"Own-child","White","Male",0,0,40,"<=50K"
"16206",65,5,"Bachelors","Married-civ-spouse",13,"Husband","White","Male",0,0,15,"<=50K"
"16207",36,5,"Some-college","Divorced",13,"Unmarried","White","Female",0,0,40,"<=50K"
"16208",37,5,"HS-grad","Never-married",8,"Not-in-family","White","Male",0,0,40,"<=50K"
"16209",33,7,"Some-college","Married-civ-spouse",13,"Husband","White","Male",0,0,60,"<=50K"
"16210",64,3,"HS-grad","Widowed",9,"Unmarried","White","Female",0,0,40,"<=50K"
"16211",61,7,"Bachelors","Married-civ-spouse",6,"Husband","White","Male",0,0,20,">50K"
"16212",38,5,"Bachelors","Never-married",13,"Unmarried","White","Female",0,0,45,"<=50K"
"16213",24,5,"Bachelors","Never-married",11,"Own-child","Asian-Pac-Islander","Female",0,0,40,"<=50K"
"16214",39,5,"Bachelors","Never-married",11,"Not-in-family","White","Male",0,0,40,">50K"
"16215",44,5,"Bachelors","Married-civ-spouse",13,"Husband","White","Male",0,0,40,">50K"
"16216",47,5,"Some-college","Divorced",2,"Other-relative","White","Female",0,0,40,"<=50K"
"16217",73,NA,"Prof-school","Married-civ-spouse",NA,"Husband","White","Male",0,0,40,"<=50K"
"16218",66,5,"Bachelors","Married-civ-spouse",2,"Husband","Asian-Pac-Islander","Male",0,0,40,"<=50K"
"16219",53,5,"Some-college","Married-civ-spouse",2,"Husband","White","Male",0,0,50,">50K"
"16220",43,8,"Bachelors","Married-civ-spouse",5,"Husband","White","Male",0,0,55,">50K"
"16221",57,8,"Doctorate","Married-civ-spouse",11,"Husband","White","Male",0,0,40,">50K"
"16222",44,5,"Assoc-acdm","Divorced",8,"Own-child","White","Female",0,0,45,"<=50K"
"16223",52,7,"HS-grad","Widowed",9,"Other-relative","Black","Female",0,0,40,"<=50K"
"16224",46,5,"Some-college","Never-married",4,"Own-child","White","Male",0,0,40,"<=50K"
"16225",20,5,"Some-college","Never-married",9,"Own-child","White","Female",0,0,40,"<=50K"
"16226",37,2,"HS-grad","Married-civ-spouse",2,"Husband","White","Male",0,0,40,">50K"
